Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
05_093305121_0103_1_2,Bathing Support - Special Design,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_093312811_0103_1_2,Change Table/Shower Trolley - Manual,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_093312891_0103_1_2,Change Table/Shower Trolley - Powered,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_120000115_0105_1_2,AT Rental - Personal Mobility and Transfer,105,Personal Mobility Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_120000115_0105_1_2,AT Rental - Personal Mobility and Transfer,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_120303111_0105_1_2,Walking Supports - Sticks Canes And Crutches,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_120603831_0103_1_2,Standing and/or Walking Frame - Child,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_120606096_0105_1_2,Wheeled Walker - Standard,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_120606097_0105_1_2,Rollator - Standard,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_120606811_0105_1_2,Walking Frame or Walker,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_120606831_0105_1_2,Rollator - Standard - Child,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_120612100_0105_1_2,Walking Tables,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_121205811_0109_1_2,Vehicle Modification - Adaptions for Driver Control,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121208111_0109_1_2,Vehicle Modification - Adaptions For Ancillary Functions e.g. Lights Locking,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_121209821_0109_1_2,Vehicle Modification - For Seating and/or Seat Belts,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121212811_0103_1_2,Specialised Child Car Seats - no Vehicle Modification Required,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121215811_0109_1_2,Vehicle Modification - Hoist for Passenger Loading (without Wheelchair),109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121218811_0109_1_2,Vehicle Modification - Hoist for Occupied Wheelchair Loading,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121221811_0109_1_2,Vehicle Modification - Hoist/Ramp for Unoccupied Wheelchair Loading,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121227121_0109_1_2,Vehicle Modification - Chassis/Body work - For Wheelchair Passenger,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121227125_0108_1_2,AT Rental - Vehicle modified for Access,108,Assistance With Travel/Transport Arrangements,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_121227221_0109_1_2,Vehicle Modification - Chassis/Body work - For Wheelchair Seated Driver,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121230811_0109_1_2,Vehicle Accessory -Trailer for wheeled mobility device,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121290111_0109_1_2,Vehicle Modification - Engineers Certification,109,Vehicle Modifications,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_121800821_0112_1_2,Bicycle - Tricycle and/or Carts,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_121805111_0112_1_2,Bicycle - Adapted FOR Hand Propulsion,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_121821871_0112_1_2,Bicycle - Adaptation for Pedals/Seat/Handle Bars,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203811_0105_1_2,Wheelchair - Manual - Folding – Basic,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203821_0105_1_2,Wheelchair - Manual - Folding - Custom Made,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203891_0105_1_2,Wheelchair - Manual - Tilt In Space,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122203911_0105_1_2,Wheelchair - Manual - Rigid Frame,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122218111_0105_1_2,Wheelchair - Manual - Attendant Propel - Custom Folding/Rigid Frame,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122290811_0105_1_2,Wheelchair - Manual - Sport and Recreation Use,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303811_0105_1_2,Scooter - Indoor/Outdoor use,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303891_0105_1_2,Scooter - Heavy Duty/Robust Activity Specific,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303911_0105_1_2,Scooter - Electric Powered – Portable,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122303991_0105_1_2,Scooter - Small Folding/Travel Light-Weight,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306139_0105_1_2,Wheelchair - Powered - With Powered Standing Mechanism,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306191_0105_1_2,Wheelchair - Powered - All Terrain/Heavy Duty Base (WITHOUT Seating),105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_122306811_0105_1_2,Wheelchair - Powered Base with or without Tilt - Indoor/Outdoor use,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122306824_0105_1_2,Wheelchair - Powered Base - Portable/Folding,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122403811_0105_1_2,Wheelchair Accessory - Powered Alternate Operator Control System,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122409871_0105_1_2,Wheelchair Accessory - Power-Assist Drive Technology,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122442871_0105_1_2,Wheelchair Accessory - Health-Related AT/Ventilator Carrier,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122490811_0105_1_2,Wheelchair Accessory - Powered Adjustment for Limbs or Recline orElevate,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122500821_0105_1_2,Postural Support - Seating System - Custom Made,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122503111_0105_1_2,Postural Support - Positioning - Back,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122506111_0105_1_2,Postural Support - Positioning - Seat,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524111_0105_1_2,Postural Support - Wheelchair Accessory,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_122524811_0105_1_2,Postural Support - Seating Componentry and Accessories,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707821_0105_1_2,Stroller/Pram/Buggy with Specialised Seating system,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707831_0105_1_2,Stroller/Pram/Buggy/Push Chair with Supportive Seating,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122707931_0105_1_2,Wheeled base - paediatric - height adaptable for seating,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_122715831_0105_1_2,Crawlers/Mobility Boards/Trolley,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123603811_0105_1_2,Transfer AT - Mobile Hoist including Slings (x2),105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123606868_0105_1_2,Transfer AT - Mobile Hoist Seat or Table,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123612811_0105_1_2,Transfer AT - Pool Environment Hoist,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123612891_0105_1_2,Transfer AT - Ceiling Hoist,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_123621111_0105_1_2,Transfer AT - Sling Standard,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_123621121_0105_1_2,Transfer AT - Sling Non-Standard,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_150000115_0123_1_2,AT Rental - Assistive Products for Household Tasks,123,Assistive Products For Household Tasks,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_174_0119_1_2,Hearing Services Program - Adults With High Intensity Needs (AH Only),119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_177_0119_1_2,Hearing Services Program - Child Under 4 Yrs (AH Only),119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180315111_0103_1_2,Bed - Ancillary Furniture,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_180909811_0103_1_2,Specialised Seating with Sit-Stand Assistance,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180915811_0103_1_2,Specialised Lounge Chair - Mobile with Pressure Management/PositioningSystems,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180921821_0103_1_2,Specialised Static Seating with Pressure Management and/or PosturalSupport,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_180939882_0105_1_2,Postural Support - Modular Seating Systems,105,Personal Mobility Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181200711_0103_1_2,Bed - Access/Transfer Pole/Blocks/Rails/Rail-Covers,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_181207811_0103_1_2,Bed - Manually adjusted,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181210811_0103_1_2,Bed - Electrically adjusted,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181224811_0103_1_2,Sleep Positioning System and Accessories - Custom Made,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_181800111_0103_2_2,Home Safety -  Slip Resistance Coating/Grab and/or Guide Rails,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_183015811_0103_2_2,Ramp - portable for access needs,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220300115_0113_1_2,AT Rental - Vision support or alternate access,113,Vision Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_220318811_0113_1_2,Vision - Electronic Video Magnifier,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220321811_0113_1_2,Vision - Image Enlargement Software,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220600112_0122_1_2,AT Rental - Hearing Devices and Accessories,122,Hearing Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_220615111_0122_1_2,Hearing device - Standard level,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220615211_0122_1_2,Hearing device - Intermediate level,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220615811_0122_1_2,Hearing device - Advanced level,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220618811_0122_1_2,Hearing device - Non-Standard,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220621811_0122_1_2,Hearing device - External speech processor and accessories,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220625247_0122_1_2,Hearing accessory - Induction Loop,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627171_0122_1_2,Hearing accessory - Remote Control,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627232_0122_1_2,Hearing accessory - TV function,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627271_0122_1_2,Hearing accessory - Music device,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_220627811_0122_1_2,Hearing device - Personal Amplifiers/Binaural Listener,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_220906234_0124_1_2,Voice Amplifiers For Personal Use,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_221300111_0103_1_2,Communication and Information AT - Computer/device interfaces,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_221315254_0124_1_2,Communication AT - Simple Button or Keys with Voice Output,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_221315811_0124_1_2,Communication - Face to Face - Electronic,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_221315880_0124_1_2,Personal Reader - Speech and Visual Output,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_221321879_0124_1_2,Personal Reader - Speech Output only,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_221336811_0113_1_2,Vision - Braille device,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_222100111_0124_1_2,Communication AT: Non-Electronic Devices Books or Tools for face to face,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222100115_0124_1_2,AT Rental - Communication and Computer access,124,Communication And Information Equipment,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222102111_0124_1_2,Communication AT - Software/Related Items for Computer/Tablet/Phone – Advanced,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222102811_0124_1_2,Computer Tablet or Smartphone - with critical sensory or cognitive apps,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_222106253_0124_1_2,Communication - Amplifiers,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222106843_0122_1_2,Hearing accessory - Remote Microphone System,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_222404225_0122_1_2,Hearing device - Specialised Landline Telephone,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222404258_0113_1_2,Vision - Mobile Phone with special functionality,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222421111_0111_2_2,Home Adaptation/Access AT - Not Otherwise Described,111,Home Modification Design And Construction,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_222903111_0123_1_2,Adapted Devices for Phone Access/Alarms/Clocks/Programmable Memory Devices,123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222903266_0122_1_2,Hearing device - Baby Alert Systems,122,Hearing Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222906111_0103_1_2,Safety Device - Seizure Mat/Location Alert - Alarm System,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222909111_0103_1_2,Safety Device - Flashing or Vibrating Doorbell/Smoke Alert/PersonalAlarms,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_222909111_0123_1_2,Safety Device - Adapted Smoke Detector/Doorbells,123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_223906811_0113_1_2,Vision - Alternate format Printer,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_223907278_0124_1_2,Vision - Portable Audible Player for Read Content,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_223912811_0113_1_2,Vision - Print Disability Software,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_224506811_0113_1_2,Vision - Visual Navigation AT,113,Vision Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_241303121_0123_1_2,Environmental Control (Ecu)/ Safety-Related Products,123,Assistive Products For Household Tasks,5,5,Assistive Technology,Assistive Technology,E,Yes,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
05_241327891_0124_1_2,Communication or ICT AT - Complex need interface - Eye or EMG/neural Control,124,Communication And Information Equipment,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_242400811_0103_1_2,Device Positioning / Mounting Systems - Technology / other,103,Assistive Products For Personal Care And Safety,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_300000111_0112_1_2,Assisitive Products - Recreation and Sport not otherwise defined ,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,N,N,N,N,N,
05_300000115_0112_1_2,AT Rental - Modified for accessible recreation,112,Assistive Equipment For Recreation,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_300309811_0112_1_2,Recreation AT - Game Interface,112,Assistive Equipment For Recreation,5,5,Assistive Technology,Assistive Technology,E,No,20240701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,
05_500000303_0103_1_2,Repairs and Maintenance - Other AT,103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500403159_0103_1_1,Repairs and Maintenance - Disability-Related Health Machines,103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500433443_0103_1_2,Repairs and Maintenance - Personal Care/Safety After-Hours,103,Assistive Products For Personal Care And Safety,5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500612441_0135_1_2,Repairs and Maintenance - Orthosis,135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
05_500624304_0135_1_2,Repairs and Maintenance - Prosthesis - Minor,135,Customised Prosthetics (includes Orthotics),5,19,Assistive Technology,"Assistive Technology Maintenance, Repair and Rental",E,No,20240701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
